sensor1	sensor2	sensor3	sensor4	
18.0	8.2	-1.7	37.7	
25.4	25.4	8.2	-14.0	
22.9	45.1	-1.7	-87.8	
10.6	45.1	-1.7	-23.8	
18.0	32.8	-1.7	8.2	
35.2	32.8	-6.6	8.2	
27.8	20.5	-14.0	-21.4	
37.7	27.8	-4.1	-58.3	
25.4	37.7	-6.6	-28.7	
22.9	45.1	3.2	-16.4	
27.8	57.4	3.2	18.0	
27.8	37.7	-1.7	35.2	
25.4	22.9	-14.0	32.8	
35.2	40.1	-11.5	5.7	
30.3	45.1	-9.1	13.1	
32.8	47.5	10.6	-1.7	
27.8	69.7	0.8	-28.7	
22.9	45.1	-6.6	8.2	
13.1	45.1	0.8	8.2	
10.6	32.8	-1.7	0.8	
-11.5	37.7	-4.1	5.7	
-6.6	27.8	-6.6	5.7	
3.2	18.0	-6.6	5.7	
-4.1	18.0	0.8	15.5	
8.2	18.0	0.8	0.8	
5.7	5.7	0.8	-4.1	
5.7	18.0	3.2	5.7	
5.7	32.8	5.7	15.5	
0.8	45.1	-4.1	10.6	
20.5	20.5	-9.1	13.1	
30.3	13.1	3.2	37.7	
20.5	13.1	3.2	40.1	
35.2	8.2	-4.1	27.8	
37.7	20.5	-4.1	-4.1	
20.5	40.1	8.2	-4.1	
35.2	42.6	5.7	15.5	
27.8	47.5	0.8	20.5	
32.8	30.3	3.2	10.6	
27.8	25.4	10.6	22.9	
18.0	27.8	-4.1	42.6	
20.5	40.1	-1.7	-26.3	
25.4	47.5	-9.1	0.8	
22.9	40.1	10.6	0.8	
0.8	22.9	10.6	-21.4	
5.7	32.8	0.8	-36.1	
3.2	25.4	3.2	-23.8	
5.7	22.9	-1.7	-11.5	
3.2	32.8	-1.7	15.5	
5.7	35.2	5.7	22.9	
5.7	22.9	8.2	22.9	
-6.6	30.3	13.1	27.8	
-4.1	18.0	10.6	30.3	
-6.6	10.6	10.6	22.9	
5.7	20.5	5.7	10.6	
-9.1	25.4	8.2	5.7	
13.1	27.8	18.0	3.2	
18.0	25.4	3.2	8.2	
18.0	35.2	-1.7	0.8	
15.5	42.6	8.2	13.1	
