sensor1	sensor5	sensor7	sensor8	
10.6	-1.7	86.9	13.1	
0.8	-1.7	82.0	10.6	
-1.7	5.7	96.7	-1.7	
10.6	15.5	84.4	5.7	
10.6	15.5	89.3	0.8	
13.1	10.6	111.5	5.7	
15.5	5.7	118.9	0.8	
25.4	0.8	116.4	-1.7	
15.5	8.2	128.7	8.2	
20.5	15.5	143.5	-6.6	
20.5	13.1	141.0	0.8	
10.6	22.9	128.7	-6.6	
5.7	20.5	111.5	10.6	
8.2	13.1	94.3	13.1	
22.9	20.5	82.0	47.5	
27.8	15.5	74.6	54.9	
22.9	22.9	79.5	22.9	
25.4	15.5	74.6	-50.9	
30.3	35.2	91.8	-26.3	
18.0	25.4	106.6	-18.9	
27.8	37.7	173.0	-26.3	
32.8	27.8	195.1	-26.3	
25.4	30.3	190.2	-14.0	
25.4	37.7	185.3	-18.9	
27.8	57.4	187.7	-14.0	
30.3	37.7	170.5	-14.0	
35.2	47.5	160.7	-9.1	
37.7	42.6	72.1	-18.9	
25.4	22.9	-65.6	-16.4	
27.8	40.1	-132.1	-28.7	
22.9	35.2	-137.0	-28.7	
35.2	50.0	-124.7	-23.8	
37.7	30.3	-75.5	-28.7	
40.1	42.6	-38.6	-33.7	
30.3	45.1	-14.0	-18.9	
35.2	45.1	-6.6	-31.2	
45.1	52.4	-14.0	-23.8	
37.7	52.4	-9.1	-11.5	
47.5	45.1	-14.0	40.1	
42.6	50.0	-46.0	22.9	
32.8	40.1	-46.0	-28.7	
42.6	50.0	-60.7	-65.6	
42.6	52.4	-65.6	-75.5	
40.1	59.8	-75.5	-38.6	
35.2	64.7	-77.9	-55.8	
35.2	54.9	-82.9	-23.8	
40.1	50.0	-105.0	18.0	
35.2	47.5	-100.1	22.9	
32.8	47.5	-109.9	-41.0	
30.3	52.4	-109.9	-68.1	
37.7	57.4	-122.2	-75.5	
37.7	54.9	-119.8	-58.3	
40.1	54.9	-141.9	-38.6	
37.7	37.7	-144.4	-31.2	
30.3	37.7	-149.3	-28.7	
27.8	32.8	-146.8	-28.7	
45.1	45.1	-156.7	-16.4	
32.8	35.2	-164.0	-21.4	
42.6	50.0	-166.5	-18.9	
50.0	42.6	-181.3	-33.7	
47.5	42.6	-188.6	-28.7	
35.2	35.2	-188.6	-26.3	
30.3	32.8	-171.4	-31.2	
35.2	40.1	-151.7	-14.0	
30.3	25.4	-134.5	-18.9	
32.8	40.1	-149.3	-33.7	
37.7	45.1	-137.0	-23.8	
25.4	40.1	-109.9	-18.9	
20.5	25.4	-105.0	-16.4	
22.9	18.0	-107.5	-21.4	
35.2	-4.1	-87.8	-18.9	
25.4	-11.5	-90.2	-18.9	
