sensor1	sensor2	sensor3	sensor4	
-55.8	42.6	40.1	27.8	
-48.4	45.1	50.0	20.5	
-55.8	40.1	47.5	10.6	
-55.8	57.4	35.2	10.6	
-58.3	45.1	47.5	15.5	
-50.9	42.6	42.6	30.3	
-43.5	54.9	35.2	22.9	
-48.4	52.4	40.1	10.6	
-58.3	52.4	35.2	22.9	
-55.8	40.1	37.7	20.5	
-58.3	62.3	37.7	3.2	
-58.3	42.6	45.1	15.5	
-60.7	47.5	47.5	37.7	
-60.7	42.6	22.9	30.3	
-53.3	45.1	32.8	25.4	
-55.8	54.9	27.8	13.1	
-60.7	47.5	22.9	30.3	
-55.8	47.5	32.8	25.4	
-68.1	42.6	15.5	15.5	
-70.6	32.8	27.8	18.0	
-73.0	32.8	30.3	22.9	
-85.3	30.3	5.7	18.0	
-97.6	8.2	8.2	18.0	
-102.5	-16.4	15.5	22.9	
-100.1	-18.9	8.2	25.4	
-102.5	-16.4	20.5	18.0	
-102.5	-9.1	5.7	18.0	
-132.1	-14.0	20.5	13.1	
-129.6	-1.7	5.7	35.2	
-124.7	-16.4	13.1	32.8	
-137.0	-18.9	5.7	25.4	
-139.4	-18.9	0.8	18.0	
-127.1	-23.8	-6.6	18.0	
-132.1	-14.0	-6.6	18.0	
-119.8	-16.4	-11.5	18.0	
-127.1	-16.4	-9.1	15.5	
-119.8	-6.6	-26.3	20.5	
-112.4	-4.1	-16.4	20.5	
-112.4	3.2	-23.8	22.9	
-124.7	13.1	-31.2	30.3	
-124.7	15.5	-38.6	18.0	
-114.8	25.4	-36.1	3.2	
-100.1	22.9	-28.7	18.0	
-97.6	35.2	-26.3	25.4	
-102.5	40.1	-28.7	40.1	
-97.6	50.0	-38.6	27.8	
-95.2	35.2	-28.7	-6.6	
-100.1	35.2	-23.8	22.9	
-107.5	32.8	-18.9	22.9	
-97.6	37.7	-23.8	20.5	
-92.7	47.5	-21.4	25.4	
-105.0	27.8	-18.9	0.8	
-92.7	35.2	-21.4	-6.6	
-112.4	40.1	-16.4	3.2	
-102.5	35.2	-18.9	-1.7	
-105.0	30.3	-16.4	10.6	
-97.6	32.8	-1.7	10.6	
-97.6	45.1	-6.6	13.1	
-87.8	30.3	5.7	10.6	
-82.9	42.6	-1.7	8.2	
-95.2	35.2	-6.6	8.2	
-70.6	37.7	0.8	8.2	
-73.0	35.2	-9.1	5.7	
-55.8	37.7	-6.6	3.2	
-70.6	35.2	-1.7	8.2	
-65.6	30.3	-1.7	3.2	
-68.1	37.7	-1.7	10.6	
-73.0	32.8	-9.1	15.5	
-63.2	37.7	13.1	8.2	
-58.3	37.7	8.2	13.1	
-55.8	25.4	8.2	27.8	
-53.3	50.0	5.7	18.0	
-63.2	57.4	-1.7	22.9	
-43.5	42.6	13.1	30.3	
-46.0	40.1	10.6	37.7	
-55.8	45.1	8.2	32.8	
-50.9	27.8	15.5	27.8	
-31.2	32.8	25.4	20.5	
-41.0	18.0	35.2	0.8	
-38.6	32.8	20.5	-14.0	
-36.1	45.1	27.8	-4.1	
-23.8	37.7	27.8	10.6	
-16.4	37.7	35.2	-1.7	
-16.4	35.2	35.2	-11.5	
-23.8	25.4	35.2	10.6	
3.2	30.3	30.3	18.0	
-6.6	18.0	32.8	22.9	
-1.7	22.9	37.7	15.5	
5.7	47.5	35.2	15.5	
8.2	35.2	35.2	25.4	
25.4	40.1	22.9	13.1	
47.5	54.9	30.3	20.5	
57.4	45.1	30.3	27.8	
42.6	42.6	32.8	-6.6	
47.5	52.4	37.7	-16.4	
45.1	67.2	32.8	8.2	
47.5	42.6	27.8	-1.7	
67.2	27.8	32.8	15.5	
69.7	37.7	35.2	13.1	
77.0	25.4	30.3	18.0	
77.0	5.7	32.8	30.3	
89.3	-1.7	37.7	25.4	
91.8	27.8	37.7	0.8	
101.6	30.3	32.8	22.9	
91.8	18.0	40.1	15.5	
116.4	13.1	37.7	13.1	
123.8	-4.1	30.3	18.0	
131.2	-1.7	25.4	25.4	
133.6	27.8	32.8	18.0	
123.8	15.5	27.8	20.5	
106.6	27.8	30.3	20.5	
106.6	27.8	40.1	8.2	
123.8	37.7	40.1	5.7	
118.9	40.1	40.1	3.2	
123.8	40.1	54.9	18.0	
116.4	35.2	54.9	20.5	
116.4	30.3	52.4	30.3	
121.3	30.3	54.9	25.4	
121.3	42.6	64.7	22.9	
123.8	35.2	57.4	18.0	
116.4	47.5	54.9	25.4	
101.6	47.5	64.7	5.7	
94.3	42.6	57.4	18.0	
106.6	42.6	59.8	18.0	
96.7	35.2	67.2	22.9	
89.3	42.6	64.7	5.7	
96.7	37.7	57.4	13.1	
86.9	40.1	72.1	13.1	
91.8	47.5	67.2	22.9	
79.5	52.4	62.3	15.5	
74.6	40.1	67.2	8.2	
91.8	42.6	59.8	5.7	
72.1	42.6	62.3	5.7	
82.0	22.9	59.8	-1.7	
89.3	45.1	54.9	0.8	
91.8	42.6	42.6	3.2	
94.3	37.7	45.1	5.7	
89.3	42.6	37.7	5.7	
77.0	47.5	32.8	13.1	
67.2	40.1	32.8	3.2	
40.1	42.6	37.7	10.6	
57.4	32.8	47.5	0.8	
32.8	42.6	32.8	3.2	
42.6	35.2	42.6	0.8	
52.4	50.0	35.2	0.8	
50.0	27.8	37.7	8.2	
42.6	40.1	37.7	5.7	
42.6	30.3	45.1	-6.6	
32.8	35.2	52.4	18.0	
25.4	42.6	45.1	8.2	
37.7	35.2	45.1	-6.6	
22.9	42.6	50.0	15.5	
22.9	42.6	50.0	-4.1	
32.8	30.3	45.1	-4.1	
25.4	47.5	45.1	8.2	
40.1	42.6	45.1	18.0	
32.8	45.1	42.6	8.2	
27.8	47.5	30.3	0.8	
32.8	47.5	35.2	-1.7	
35.2	42.6	42.6	3.2	
37.7	50.0	42.6	3.2	
59.8	47.5	45.1	-4.1	
47.5	45.1	47.5	13.1	
64.7	52.4	47.5	8.2	
69.7	32.8	40.1	5.7	
84.4	42.6	54.9	0.8	
79.5	35.2	54.9	3.2	
84.4	42.6	42.6	5.7	
79.5	42.6	52.4	0.8	
74.6	47.5	50.0	3.2	
59.8	47.5	42.6	18.0	
54.9	50.0	52.4	-6.6	
74.6	37.7	52.4	-9.1	
79.5	52.4	62.3	-11.5	
79.5	45.1	64.7	3.2	
77.0	40.1	47.5	-4.1	
59.8	37.7	59.8	3.2	
82.0	42.6	47.5	18.0	
69.7	47.5	52.4	10.6	
86.9	40.1	54.9	-4.1	
84.4	40.1	42.6	5.7	
89.3	40.1	45.1	5.7	
84.4	40.1	45.1	8.2	
77.0	42.6	50.0	8.2	
79.5	40.1	40.1	-9.1	
86.9	40.1	37.7	0.8	
74.6	50.0	27.8	5.7	
82.0	37.7	25.4	5.7	
79.5	42.6	20.5	3.2	
69.7	45.1	13.1	25.4	
74.6	45.1	-9.1	40.1	
79.5	32.8	-11.5	37.7	
99.2	32.8	-6.6	0.8	
77.0	47.5	-4.1	-6.6	
74.6	35.2	-18.9	-16.4	
62.3	20.5	-16.4	-21.4	
57.4	35.2	-9.1	-4.1	
54.9	32.8	-14.0	-53.3	
